affected_flow_count,algorithm_used,candidate_route_generation_ms,celf_wall_ms,conversion_ms,diagnostic,endpoint_a,endpoint_b,fault_id,feasible,gzip_bytes,h2s_wall_ms,peak_rss_bytes,pf_to_p0_runtime_ratio,profile_bytes,profile_hash,profile_normalization_ms,quantile_bin,repeat,scenario_id,scheduled_flow_ratio,scheduling_ms,semantic_profile_hash,semantic_valid,status,total_backend_ms,verification_ms
110,H2S,9.37789,0,3.304588,,sw0075,sw0077,l_sw0075_sw0077,True,95626,40.679838,13017088,0.8894824647777829,1128973,41072fd2f5eaf7a2d0b3528785d77cdb3011b0d09188fb4fca04a82b157a2409,7.941743,3,,F150_TT250,1.0,31.301947999999996,9ba4a8392924315f18dbccea52c127be5c6416dd61a4dbe70a5ca7ee0f0868c5,True,SUCCESS_H2S,98.883352,30.492
110,H2S,9.358003,0,3.1427,,sw0077,sw0079,l_sw0077_sw0079,True,95881,39.421744,13017088,0.8803037990578985,1132355,74da339387c06d97c35c4149d189af784dc942d807083ff056d6e47507ddd7d4,7.902771,3,,F150_TT250,1.0,30.063740999999997,ecce5be39f63633ce8fff65c222a09cf834177dc1dfa00fd2da829042d5f054a,True,SUCCESS_H2S,97.862964,31.084659
110,H2S,9.534783,0,3.120153,,sw0079,sw0081,l_sw0079_sw0081,True,96042,39.122704,12845056,0.8721058786474191,1132717,d26fc470427d70f661a22ee3a9d27d106c921afb173a917b068560553250d3ab,8.653011,4,,F150_TT250,1.0,29.587921,fa1284a8c4b6d665fb4d97d96aa6a56632b44de2a304df7f77a13c584db8f321,True,SUCCESS_H2S,96.951605,29.60223
110,H2S,9.508849999999999,0,3.273096,,sw0081,sw0083,l_sw0081_sw0083,True,97002,38.695744,13021184,1.004629910523598,1135268,400320c81053478eac0ec53fc7dc15c198b2e4f3297eaede215d96de8810870e,21.114771,4,,F150_TT250,1.0,29.186894,5b1f607d7c00a4d2bc5e169fc8591d9f98b909eed6a715b2e9a5cf1ed5b9489d,True,SUCCESS_H2S,111.68424,31.518787
110,H2S,9.440432,0,3.239759,,sw0083,sw0085,l_sw0083_sw0085,True,96299,39.658833,13033472,0.8870920257065033,1132938,e3e5bac1731d6eece56faef92e9ad7855b230da9fd4099d686c58634bfbd3cfd,8.048821,4,,F150_TT250,1.0,30.218401,b70a403eddfb272e96a34146aa99b0a1a46d34604ab268b66bfe7f1b7f50b29d,True,SUCCESS_H2S,98.617608,31.394413
110,H2S,9.670331000000001,0,3.172842,,sw0085,sw0087,l_sw0085_sw0087,True,97022,42.353318,13021184,0.9240629098610514,1132424,5948cb1fb02e247a671917b8c788c62f2508dfe93ed930b633cf14545a85f1ad,7.720513,4,,F150_TT250,1.0,32.682987,0c8c9c5d7e8a06d407d1e273ca8223e23c4c88ba87f07fb534e7bc631be1df71,True,SUCCESS_H2S,102.727644,32.889721
110,H2S,9.818374,0,3.251116,,sw0087,sw0089,l_sw0087_sw0089,True,95958,39.540674,13021184,0.8929605039726036,1132485,4167c5ca1191f2f59d428c69ae8a81af9e0ea2ea95be5c20cf62ed46350cd24a,9.522657,4,,F150_TT250,1.0,29.722300000000004,c46972b2b3c247e3c08d64e01dd275b53bb96d7f5bbb41f5f9f2d61b991a242e,True,SUCCESS_H2S,99.270004,30.720854
110,H2S,9.706775,0,3.160727,,sw0089,sw0091,l_sw0089_sw0091,True,96120,39.040063,13029376,0.8692930846566913,1133208,4f4747d4be4b3a33d261ebc690314836e08b1492be840248f46ebfdbabf73bb8,8.079662,4,,F150_TT250,1.0,29.333288000000003,f5ae444ca36b54808178ba2a8f0ca2a672871483b509d2756f7e81c42d333884,True,SUCCESS_H2S,96.638908,29.975401
110,H2S,9.631609,0,3.06309,,sw0091,sw0093,l_sw0091_sw0093,True,96925,39.020758,13025280,0.8893094407564086,1135604,53c88167565710be91ecc82194edac89d0a8a39edda0cf55d2028fcfed8b88b5,7.803207,4,,F150_TT250,1.0,29.389149000000003,bcd78a4b7948afde15eb9528b2bf3dbe637bb9b02f75ab8cdc98b1100fdc220a,True,SUCCESS_H2S,98.864117,32.514558
110,H2S,9.732938,0,3.121006,,sw0093,sw0095,l_sw0093_sw0095,True,96255,39.055208,13025280,0.8758355335389323,1134032,1ec9d4c734e809f0146a99ccaad0e21a6c8f7c461000db20239aab23e5ebaaf4,8.793514,4,,F150_TT250,1.0,29.32227,577df4e6d88283ef02b2a69f649704cd6cb62e398ae4105c7ad454daaddac559,True,SUCCESS_H2S,97.366229,30.171628
110,H2S,9.528263,0,3.108946,,sw0095,sw0097,l_sw0095_sw0097,True,96161,38.548947,12853248,1.0020778084571462,1131238,8d937859958cd0913dafdd10050b2f65913e3bec295131e3ca5dafc505bf4116,21.865573,4,,F150_TT250,1.0,29.020683999999996,b9debc88acd86c442e1d79793e1d23682f75c3d1afd2ae4a81cbb24118b7df92,True,SUCCESS_H2S,111.400524,31.060596
195,H2S,16.171462000000002,0,5.423788,,sw0001,sw0003,l_sw0001_sw0003,True,166814,56.661977,19181568,0.6764172299920385,1953076,5b3f0e6b0199e0cd5db28695ad2eed206ee88d5e1e21cd44241d367e6fa38756,13.835301,0,,F150_TT500,1.0,40.490515,3ba0a5f499f68ca4cb737a021e81c1c9ac0fd4b20b7539a1e710259d97477fd3,True,SUCCESS_H2S,157.93705,53.480801
195,H2S,14.818503,0,5.298149,,sw0049,sw0051,l_sw0049_sw0051,True,166205,53.882292,19189760,0.664106497693453,1954021,3dc673f2d36f443c6a6bf92a04f2bfc017f5376c83f900c9cc50e4b77e6f13d6,13.998208,2,,F150_TT500,1.0,39.063789,5b31b29c92be76ddfb09c8232cd60266f6737b1028f2c0d06c567754e52078b3,True,SUCCESS_H2S,155.06261,53.750886
195,H2S,16.021501,0,5.380331,,sw0097,sw0099,l_sw0097_sw0099,True,166567,54.40389,19185664,0.6751434698148718,1951926,507526ed20a492539bb9ecba90ae25cacd897ebd9d6dfc35d6644b999c959ab7,14.167199,4,,F150_TT500,1.0,38.382388999999996,b56d73bf76c3f32163d4e4505ac17ce9a75c01faaa3a3d48d95bb3ae23889e54,True,SUCCESS_H2S,157.639639,55.423789
195,H2S,16.026974,0,5.49991,,sw0001,sw0099,l_sw0001_sw0099,True,166297,54.556857,19185664,0.7323977415482692,1951588,bfa02ed31ecde6debe9239819bde6d851a091f602224f10779e41410caa56db2,28.568967,0,,F150_TT500,1.0,38.529883,3cffd5c4bb8ff29e223cc5abd2a7bdf7be05d4476ffe87cebd8071e45234937b,True,SUCCESS_H2S,171.007972,54.584599
195,H2S,15.726712000000001,0,5.336744,,sw0003,sw0005,l_sw0003_sw0005,True,166470,55.910668,19185664,0.680178054122595,1954020,4fbf9af6ae042a3c691bc0c1408e8062e1897b5ce035f8664924f4698fb501af,14.594203,0,,F150_TT500,1.0,40.183956,0e2b17227896073b3329a5f19449f88819422de7c65dbf6f8b7e0c4193cdbde8,True,SUCCESS_H2S,158.815167,55.137136
195,H2S,15.765488000000001,0,5.390989,,sw0005,sw0007,l_sw0005_sw0007,True,166298,58.073944,19185664,0.6871763579256719,1949943,13dc63c15697040d55b82b808709a229ceb03d35fb893ae6d87196f625711e75,14.104427,0,,F150_TT500,1.0,42.30845599999999,a4f60b6c33ac139ee055c9db5f99bb520188a0c32d26779b808b4f49fe977874,True,SUCCESS_H2S,160.449205,55.271812
195,H2S,16.216833,0,5.274107,,sw0007,sw0009,l_sw0007_sw0009,True,166477,55.231908,19181568,0.691092969927035,1949814,a6d64fcc08a632e2007d9b4c17186080c5f800ede94c1406f66b334d5eb2d025,15.407203,0,,F150_TT500,1.0,39.015074999999996,b3ee51c970ae5a895af7b69ee6efc49f0cb54451fbcf2ff38d324f01654c3dd2,True,SUCCESS_H2S,161.363697,57.560211
195,H2S,15.59437,0,5.319655,,sw0009,sw0011,l_sw0009_sw0011,True,167074,54.853978,19189760,0.6782143945868343,1956704,d775c8601d102bf78da40b7f4bf3b1a4b3163225e3b8ab3f202b7f0ac81cfab4,15.512766,0,,F150_TT500,1.0,39.259608,64b9d5e9d39c669153e13d38a636e491d4d77e3d8de752fa41ab69a9b549984c,True,SUCCESS_H2S,158.356671,54.501773
195,H2S,15.846630000000001,0,5.138251,,sw0011,sw0013,l_sw0011_sw0013,True,167501,55.22038,19185664,0.6778827152502915,1955303,542cb971f365707c88dc7af56a7c0400ce147aa91f60e98c20d9e6ae8862b420,15.073112,0,,F150_TT500,1.0,39.37375,b44549801719e0bcd1ada3c8aa7216a050138a5dd15763b07daff169f56f693e,True,SUCCESS_H2S,158.279227,54.211
195,H2S,15.544929000000002,0,6.427448,,sw0013,sw0015,l_sw0013_sw0015,True,166970,54.769943,19181568,0.7380082720083035,1954791,20a9519b6d1995937926607e01219f5295b3f3e61900e1c43a5b840ca6a6b004,15.166414,0,,F150_TT500,1.0,39.225013999999994,5b3cbb7c77151cbbea728a54998e1109355dd10c528e59aad2a746a51791410d,True,SUCCESS_H2S,172.317978,55.665323
195,H2S,15.772707,0,5.293895,,sw0015,sw0017,l_sw0015_sw0017,True,166928,54.193,19185664,0.6702055660678522,1950120,cfcfa3ec2c00b56f23df8805f65fd983e30b9b401709f44456cba8d0a5f95dce,14.274822,0,,F150_TT500,1.0,38.420293,7f0b65845060f2384d668e648cbaa87dbe1e3ae3267d4f5f31e1a70c08d7fd47,True,SUCCESS_H2S,156.486685,54.726872
195,H2S,15.568261999999999,0,5.222563,,sw0017,sw0019,l_sw0017_sw0019,True,167238,54.865537,19185664,0.6752477823751843,1947778,501e47510d3cd40ebff42577828f1b1e9cbf8e6f876a815f13f1c5c8c9a5c552,14.391899,0,,F150_TT500,1.0,39.297275000000006,a9505dc0c58601c87ba0bda985e9593c89c7369eaff23dbd569017edde8d2b69,True,SUCCESS_H2S,157.663995,55.273409
195,H2S,15.446613999999999,0,5.632172,,sw0019,sw0021,l_sw0019_sw0021,True,167156,55.175076,19193856,0.7325056688154672,1953955,1016634c8d770b8f87233966573b960fd67698e3dcc1181b06006219c670a324,28.197661,1,,F150_TT500,1.0,39.728462,2467ff724111b322835a306fa5b83883d773e4b90e442544aba182370594643a,True,SUCCESS_H2S,171.033172,53.481383
195,H2S,15.643258,0,5.170973,,sw0021,sw0023,l_sw0021_sw0023,True,166855,55.037886,19181568,0.6741328251797809,1952239,9c5c7b8d642b8e8ae1bfedfea73597d4db96d6ba7f27c0b1f405f9b34922aefa,14.599665,1,,F150_TT500,1.0,39.394628,787dd5134f87ce400f76ea7a3ef449bc37fd5badc765e666ace5624f14169038,True,SUCCESS_H2S,157.403663,54.424355
195,H2S,15.431887,0,5.571387,,sw0023,sw0025,l_sw0023_sw0025,True,166821,58.776668,19181568,0.6954815281668454,1953723,9a9587c9d494fd928b0c42c41b6529fba6aa7c174aa610c52d84d1985003d5c1,14.025515,1,,F150_TT500,1.0,43.344781,ccc57f194d08388f4e4c9d4fb2990f8159d054c7c44904dba1af8b89ed67caa5,True,SUCCESS_H2S,162.388384,55.814324
195,H2S,15.148441,0,5.224328,,sw0025,sw0027,l_sw0025_sw0027,True,166339,53.657573,19189760,0.6667453450734102,1950948,3eb99e423c84f27e890b6ad9ad8b68398384a31536c4e167e63160e6a473e4f7,15.386989,1,,F150_TT500,1.0,38.509132,d7a41e3bdd54d96467129cdc35c36518551b30bb5eaa11e7c55c10ff96f1ed7f,True,SUCCESS_H2S,155.678756,53.417511
195,H2S,15.168612,0,5.280804,,sw0027,sw0029,l_sw0027_sw0029,True,166700,54.825178,19181568,0.7373932107872891,1948533,f0cf062be81a308ea50525c6fd7dc5fc55756fb6f74e4426383672602739efdb,28.731832,1,,F150_TT500,1.0,39.656566,c627c3de5353ce969f0b750e027f1c9ddc69cfcacd538c272c08ce72383887e4,True,SUCCESS_H2S,172.174367,54.489725
195,H2S,15.241892,0,5.332649,,sw0029,sw0031,l_sw0029_sw0031,True,166952,54.549342,19181568,0.6744557803955584,1954256,9112ba04fd600fec94247cedf610af2ca437104e297fd757ae1d6d1d6a3690ee,14.298621,1,,F150_TT500,1.0,39.30745,afbc92230e9990edc9d58ef6a3a0a91eea5659d65890cf6728f4d72ab7475f62,True,SUCCESS_H2S,157.47907,55.232698
195,H2S,15.174584,0,5.297287,,sw0031,sw0033,l_sw0031_sw0033,True,166591,53.997603,19181568,0.6701529943533739,1952196,ba818f17caa440f613214298123f91d653291164b4f894e517e92c71c40171dc,14.576015,1,,F150_TT500,1.0,38.823019,a7e9433db9ea7e24281f71c8713767bbfbe0023cacc21d375bde027731f04498,True,SUCCESS_H2S,156.47441,53.835847
195,H2S,15.117695000000001,0,5.381135,,sw0033,sw0035,l_sw0033_sw0035,True,166501,54.527739,19185664,0.6929088975915765,1953768,70514dece021edadaacf15880f663603f98ae6fec78565e23007dea46b65ea2c,14.424474,1,,F150_TT500,1.0,39.410044,d12ac4b464e6c264c1765344da8e77be339985e6a82196fc6c837238446f4ecb,True,SUCCESS_H2S,161.787699,58.900536
195,H2S,14.882186,0,6.008783,,sw0035,sw0037,l_sw0035_sw0037,True,166161,53.799765,19189760,0.7302319153966033,1949483,09e7987da1c18d5481e1bd16e010af6d30502de7d0641808167aec8944b3cc2c,15.265608,1,,F150_TT500,1.0,38.917579,b800b707038c76faf8ea7754a7cb621b155d017f8acd93bf528cde2a5e717e0b,True,SUCCESS_H2S,170.502272,54.358638
195,H2S,15.033788,0,5.292059,,sw0037,sw0039,l_sw0037_sw0039,True,166586,54.050857,19181568,0.6745235261698654,1947598,f1806f0f181a2bb2a00e5bad24af312c8c2eef6876bb11a7eadf194edf086810,14.478005,1,,F150_TT500,1.0,39.017069,d313baa6176faef986dbbac656378a7adfcc45f9dd4fc00c5ad690d2cc29a5cb,True,SUCCESS_H2S,157.494888,55.471249
195,H2S,15.087200000000001,0,5.231267,,sw0039,sw0041,l_sw0039_sw0041,True,166546,54.256002,19181568,0.6688336648856127,1951796,b0186ac7ae9aae28b9e627dc59d634e7292239c47f82d38fcb54e01f745272a5,14.722813,2,,F150_TT500,1.0,39.168802,2fab4bc8daf14bf0346c9c8fe23e308126db43e39ac2b4697a1c72db6c6f7b12,True,SUCCESS_H2S,156.166359,54.36856
195,H2S,15.008396,0,5.567234,,sw0041,sw0043,l_sw0041_sw0043,True,166552,56.74976,19181568,0.742829648569374,1950329,e14cf9cd70d1d6bf4cf6c78590c42a73d8ccdf5f85a53e5383402fa00f2115d5,28.629925,2,,F150_TT500,1.0,41.741364000000004,09cee3f19293d9b49a91afdef4f7e929445698079b8793ebda87ba3dbcf99655,True,SUCCESS_H2S,173.443724,54.570721
195,H2S,14.784037999999999,0,5.150113,,sw0043,sw0045,l_sw0043_sw0045,True,166212,53.216209,19181568,0.6724238525804669,1953240,97264fe52800c6da9f1710ce66807ded656e59d62a1c565e428f3f43eae8979a,14.343977,2,,F150_TT500,1.0,38.432171,f2d65652057c5fe735744bf4f14c505dbba169ec237c2ff394f0f314f47e74c8,True,SUCCESS_H2S,157.004634,56.036303
195,H2S,14.922792000000001,0,5.324274,,sw0045,sw0047,l_sw0045_sw0047,True,167230,54.799772,19181568,0.6783093662991404,1951009,0dd1dc8c0fcb6753c4a7c6afc5b83717a587b33d91f8b62c86dff241be0c8566,14.189149,2,,F150_TT500,1.0,39.876979999999996,ceead3f2f15b5b85c19548c18675e9c72c17d12f70ae2b397f7d0e6ce587c9f8,True,SUCCESS_H2S,158.378846,55.585449
195,H2S,15.095061999999999,0,5.28052,,sw0047,sw0049,l_sw0047_sw0049,True,166480,54.988381,19173376,0.6767549909444313,1952615,e20fbac56340c4bd6c6445e40609e57af65d1662ceb3c96f79eb9c8d88228fc9,14.841872,2,,F150_TT500,1.0,39.893319,90e1c31384925cb42b3e3704ca54ac649f8c3b36f5d4b2b1ad68c4c92b46472f,True,SUCCESS_H2S,158.015914,54.928952
195,H2S,15.157293000000001,0,5.265213,,sw0051,sw0053,l_sw0051_sw0053,True,166482,53.414717,19181568,0.7313025153417541,1951177,d6520d004450e164265f099bbee7d3bd1fd8e964682d63e0bec44865ec95c611,28.989913,2,,F150_TT500,1.0,38.257424,cb940601ae7e5d8d57fc4715b9f68006d3c6338fbe95ab97d7e706543e76bd97,True,SUCCESS_H2S,170.752247,54.541962
195,H2S,15.028649999999999,0,5.477314,,sw0053,sw0055,l_sw0053_sw0055,True,166014,53.885185,19177472,0.6678516552389536,1954478,79d682c4b7414966b25b19c416d344846ab375d13ff2754b8a1ddf9bd2993128,14.215392,2,,F150_TT500,1.0,38.856535,7a9faeaf32f289d62ba6177ad200aeff08f05564a22cdebc567373dd7822158d,True,SUCCESS_H2S,155.937069,54.452533
195,H2S,15.245897,0,5.209853,,sw0055,sw0057,l_sw0055_sw0057,True,166332,53.916942,19181568,0.6771224318953033,1950386,b390b18d6a3d3f961668163c2f922233e745469e2a68bc780d5c2f41a7c7cf12,14.718689,2,,F150_TT500,1.0,38.671045,cbcfd6fbcfb23e52b91a3caf78a193f88098869927f24eba557fd76fe6e37fb4,True,SUCCESS_H2S,158.101708,55.590551
195,H2S,15.086203,0,5.270806,,sw0057,sw0059,l_sw0057_sw0059,True,166505,54.211636,19181568,0.6663881486472657,1948619,441dc97c94f1b6d7f4aecd533bb944955834a6b6f66f2e128cb961f5a428a9df,13.951831,2,,F150_TT500,1.0,39.125433,2185724cc9b7c11425c811158bd89344e12f1c3c8b57d7b792cdcd91aaa77c22,True,SUCCESS_H2S,155.595354,53.887572
195,H2S,15.050752000000001,0,5.825722,,sw0059,sw0061,l_sw0059_sw0061,True,166881,54.898819,19185664,0.740631409974924,1954064,f34314da2659f82dee25c73a7b142f5615ae84e2036e1aa13a885563ccf2ed99,28.582951,3,,F150_TT500,1.0,39.848067,c616407bcd83cd81331e115008d1635ee10f9993f1eb5aac30e0e4d2ed3bbb18,True,SUCCESS_H2S,172.930456,54.71372
195,H2S,15.419683,0,5.353486,,sw0061,sw0063,l_sw0061_sw0063,True,167415,58.467203,19173376,0.6862967592636651,1951930,be68ab8a82166856aa07bbd3b5db1cccde65b27494d2f1928e8f12a3e5733c01,13.819706,3,,F150_TT500,1.0,43.04752,18e539cd6735b7ba18e653bfdde27e489b26bf87fbee0cae2ce0ffea299307a7,True,SUCCESS_H2S,160.243827,54.53954
195,H2S,15.201921,0,5.415834,,sw0063,sw0065,l_sw0063_sw0065,True,166380,54.45939,19173376,0.6776637899281742,1951280,d385c322f6939a913a2ac90306d3a54f5770f7c48db10e86a0d754884f437bf7,14.790639,3,,F150_TT500,1.0,39.257469,3664dbf7099ddd2866aa8941c62f4b06f569a3653adfd36983fd5476e82ac0d7,True,SUCCESS_H2S,158.22811,55.045819
195,H2S,15.224825000000001,0,5.24734,,sw0065,sw0067,l_sw0065_sw0067,True,166962,54.628998,19185664,0.6810746855918101,1949753,6441141398575c308e00d13136ddc3317a27a1f6710c0ee99680117375a2a3d6,16.760238,3,,F150_TT500,1.0,39.404173,7895e2644938fe08ad6735a3447d73fbe4008af7cfbcf9c0ff0819265b06dc2c,True,SUCCESS_H2S,159.024522,54.79627
195,H2S,15.377119,0,5.354497,,sw0067,sw0069,l_sw0067_sw0069,True,167177,53.77617,19181568,0.7308777101918006,1951019,4940d306e9d171cd957830d4d477e7b8aa927f0203d3533cbc1a29103406e66f,28.463098,3,,F150_TT500,1.0,38.399051,f19519b03df94ff25a19bff5392679490cf1fd26161c25b1144240086c919a01,True,SUCCESS_H2S,170.653059,54.797103
195,H2S,15.289968,0,5.317257,,sw0069,sw0071,l_sw0069_sw0071,True,167089,54.68644,19181568,0.6702990387903361,1949312,159a42641fa1b8ea9c0917bf89744a50fea9d6ecac2a6369d9597739f33d47f9,14.079755,3,,F150_TT500,1.0,39.396471999999996,b5a43cd5a43e75b5d52de83df83a52b1115fa4ce2269780daa98f2ed3682aca6,True,SUCCESS_H2S,156.50851,54.909177
195,H2S,15.603903,0,5.281831,,sw0071,sw0073,l_sw0071_sw0073,True,167034,54.829781,19185664,0.6894710072626571,1949284,63767d815c95caaf2b69a85f6746958a9558cd37baa25f3c8a7c8d906151b243,14.358708,3,,F150_TT500,1.0,39.225877999999994,efa4a03343303c5c7948b6c9dbaedcd6d78f785268e4c7d02052ea1143bdf4d0,True,SUCCESS_H2S,160.984984,57.856555
195,H2S,15.488330999999999,0,5.43978,,sw0073,sw0075,l_sw0073_sw0075,True,167522,54.245235,19181568,0.6783811850429357,1951722,37ff4a17df4ef19920f9db2c5560705df5d7d81b3924efa6fa13cc91123ce7f9,15.076444,3,,F150_TT500,1.0,38.756904000000006,98b51766cbf0e3013cd467b84e8788a8dfeb9a6550dcb06ce40181ee6b641cbf,True,SUCCESS_H2S,158.395615,54.63941
195,H2S,15.523434,0,5.33932,,sw0075,sw0077,l_sw0075_sw0077,True,167089,54.222896,19193856,0.7283913229252446,1948550,eb7df0caa1e0ce5b15613668104799d467fc5c1ba9d6c51c51dedaee1c7d9738,28.569684,3,,F150_TT500,1.0,38.699462,2aba5f495173a695449f0f5762baad8a1c799fb65c14297767a2fa31060c5c87,True,SUCCESS_H2S,170.072511,53.501592
195,H2S,15.779715,0,5.289663,,sw0077,sw0079,l_sw0077_sw0079,True,167027,55.5678,19169280,0.6826945496704369,1946501,46d3f232aea2af41d1a26fd908346fdf743b5c399604c7b91a17eb8a74af1409,13.887663,3,,F150_TT500,1.0,39.788084999999995,780e1a5531b44795890b7cdb4b4df08d5b352199dcfb644902f3a6b8eeeda65e,True,SUCCESS_H2S,159.402745,56.496012
195,H2S,15.672022,0,5.350299,,sw0079,sw0081,l_sw0079_sw0081,True,166959,58.878404,19185664,0.6873827345615633,1954676,ca96c31d7faea6768e03ed5aa42f2542d551695f0ed89079c5409033c4d9da33,14.146205,4,,F150_TT500,1.0,43.206382000000005,57bbc73bf364e5cb041b69f763f1993fede216ebee2ab84db0295b8a57e08793,True,SUCCESS_H2S,160.497392,54.14388
195,H2S,15.911952999999999,0,5.479382,,sw0081,sw0083,l_sw0081_sw0083,True,166973,54.211625,19185664,0.6746910661208779,1953102,d3f80d3776989a5c2630f5502d28bf7f8f2c034023734478e8e550764c746f4f,13.997322,4,,F150_TT500,1.0,38.299672,180869aee7e2217b64a73757bcf7de894ad3cf309f3491ef68a4565ecdf4e82a,True,SUCCESS_H2S,157.534007,55.307987
195,H2S,15.865312999999999,0,5.759854,,sw0083,sw0085,l_sw0083_sw0085,True,166278,54.474619,19185664,0.7303091947461795,1954577,2f01f1e803e56a97779b1541e9ebcfca54d69efedd818b4747532b8ae51958ab,28.320665,4,,F150_TT500,1.0,38.609306,bce95e8d75c5d2fab60ae48212795bcf8bc2a3a449ed64844f7c60e46afe70b9,True,SUCCESS_H2S,170.520316,53.936934
195,H2S,15.988045,0,5.33212,,sw0085,sw0087,l_sw0085_sw0087,True,166582,55.045518,19169280,0.6768495729193834,1949737,f0fabd40ca2ef556c79e689609162e5c4756ef9348d3f63ab408e30b6caf1a73,14.273305,4,,F150_TT500,1.0,39.057473,17bc1bea456dcf53eb4bd0d9bb75f6bb58d78aa53334348f3c14206379629e91,True,SUCCESS_H2S,158.037998,55.654915
195,H2S,15.744036999999999,0,5.174629,,sw0087,sw0089,l_sw0087_sw0089,True,166718,54.385676,19185664,0.6700317817535233,1951016,7e830f6ad7f6f533967845b4edafdb99a578b31c1cdff790c909522a69046dca,14.424854,4,,F150_TT500,1.0,38.641639,811d6a63db4db6b968edd9bf83d3e3ab81703f27640d2cbfbb60c816831d6205,True,SUCCESS_H2S,156.446108,54.792198
195,H2S,16.321303,0,5.601061,,sw0089,sw0091,l_sw0089_sw0091,True,166771,56.20845,19197952,0.6929518629227086,1954589,14ee2e3c4a4d5d4f9831325e49e0b462126cf0efa8f09e7945da57cd8ced363c,16.047719,4,,F150_TT500,1.0,39.887147,47286ec7ecc35ad8d232d8d7216e3199bbc3b58f9d7df93c0461555f0cb9fb6d,True,SUCCESS_H2S,161.797731,54.974967
195,H2S,16.029851,0,6.731415,,sw0091,sw0093,l_sw0091_sw0093,True,166784,55.233452,19197952,0.7456767398982583,1953740,14adffd126c1a7da319ee2541ca272fe1b46112909e2022bd1dd7c6c752b7b98,28.025395,4,,F150_TT500,1.0,39.203601,e58335cfc6ef71514881cd392f144e7b39c348f3f2af1b21c3bcbd1abe447743,True,SUCCESS_H2S,174.108493,55.48041
195,H2S,16.134669000000002,0,5.268545,,sw0093,sw0095,l_sw0093_sw0095,True,166125,55.283366,19197952,0.6761901587309446,1954710,c177c9d86ac53758b319009b93b6324e5d7b1722e15c04600957f0a0bf6d8398,14.288264,4,,F150_TT500,1.0,39.148697,eca9fa6e8764f4c48cbf7655fb0332f5a308f5fd7e5360f307bd59acd620e2c2,True,SUCCESS_H2S,157.884031,54.886444
195,H2S,16.018231,0,5.274795,,sw0095,sw0097,l_sw0095_sw0097,True,166513,55.939436,19193856,0.6818170924224617,1954143,c98d998491e242f8a7f1218e61cd21a44d4c8b79d8702397e431c197d85a7d3f,15.048803,4,,F150_TT500,1.0,39.921205,b6e470629be0294d722ca2e3c064eb40705af430f74ed231af9cb624adb14db3,True,SUCCESS_H2S,159.197867,55.492861
1,H2S,0.236291,0,8.511901,,sw0005,sw0006,l_sw0005_sw0006,True,207016,50.991566,22327296,0.5048959758620926,2477245,a1df2694454bfe291e63dfcbd21a9ca7c3ca0a7becad8fd4bcbd61c3e6e80b97,21.05788,0,,F150_TT750,1.0,50.755275,41dbdb310cf8247ade7b54e682e57e4fc4cfb7bcbcc0b825b45a227d48eda771,True,SUCCESS_H2S,181.821816,73.459662
11,H2S,1.144258,0,7.83986,,sw0044,sw0046,l_sw0044_sw0046,True,207168,45.540133,22257664,0.5276830821106162,2479614,4e3cda9cfb08ed20c926bed767e3f61cec893c03b6f12d335f0e2ccffd1d22cf,33.221592,2,,F150_TT750,1.0,44.395875,80fad86d531250585207f5afe0f91c24353c351421a377ab57e4701924fe8f43,True,SUCCESS_H2S,190.027849,74.788582
248,H2S,18.458474,0,7.329519,,sw0011,sw0013,l_sw0011_sw0013,True,219920,64.7443,23662592,0.5705095155362954,2562951,b1ee8da8d975382358bd31a1d47606b083a3663ab036a4c6db71c8474cfd569d,18.909051,4,,F150_TT750,1.0,46.285826,b534fdd5a9df36e1aad264b0d86bcc58452696d361ff4cda4d7f20a95adce612,True,SUCCESS_H2S,205.450392,77.153943
1,H2S,0.2438,0,7.920212,,sw0017,sw0018,l_sw0017_sw0018,True,207010,45.050236,22327296,0.48758330131136685,2477273,4a8ec7bbdd2bbc1b68fe7bb822ba3b10e71262bf99094b218071f6444b0752d4,19.006603,0,,F150_TT750,1.0,44.806436,d6d4794bdfa16e12fd21ba51e9e5fea57256863b7e2755c71e1ecba9ebdfa333,True,SUCCESS_H2S,175.587221,75.844662
1,H2S,0.239716,0,7.958463,,sw0027,sw0028,l_sw0027_sw0028,True,207017,45.481004,22208512,0.49284326404907197,2477277,c64adf27cce00862e5b9deb357bf85ddc9b8f06ff39f3f54dde570f4adc6befe,21.706869,0,,F150_TT750,1.0,45.241288,f427ecaadf95485b73b7cd37e34bd50b00fab34789fabb36f5951986601e275d,True,SUCCESS_H2S,177.481425,72.770931
1,H2S,0.24310600000000002,0,7.982607,,sw0043,sw0044,l_sw0043_sw0044,True,207019,45.240206,22216704,0.5272937229522218,2477243,39ad3f810b38ca63da2b6336d839bf2233c776bf3958f10ce582fd45d9f02695,34.550698,0,,F150_TT750,1.0,44.9971,afd754617e236461a17341851fb92131f7551eab17390e9fa26d86467dea2082,True,SUCCESS_H2S,189.887634,74.096031
