P0_route_links_abandoned,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,scenario,total_P0_hops,total_PF_hops
l_SW_C03_CC_SW_C03_CORE_B;l_SW_C03_CORE_A_SW_FACTORY_CORE_B;l_SW_C03_CORE_B_SW_FACTORY_CORE_B,2,4,0.011363636363636364,2,0.005714285714285714,l_SW_C03_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C02_CORE_A_SW_FACTORY_CORE_A;l_SW_C02_CORE_B_SW_FACTORY_CORE_A;l_SW_C03_CORE_A_SW_FACTORY_CORE_A;l_SW_C04_CORE_A_SW_FACTORY_CORE_A;l_SW_C04_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M01_CTRL;l_SW_C03_CORE_B_SW_C03_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M01_CTRL,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M01_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M01_CTRL;l_SW_C03_CORE_B_SW_C03_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M01_SENS,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M01_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M02_CTRL;l_SW_C03_CORE_B_SW_C03_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M02_CTRL,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M02_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M02_CTRL;l_SW_C03_CORE_B_SW_C03_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M02_SENS,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M02_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M03_CTRL;l_SW_C03_CORE_B_SW_C03_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M03_CTRL,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M03_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_C03_M03_CTRL;l_SW_C03_CORE_B_SW_C03_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C03_CORE_B_SW_C03_M03_SENS,0,0,0.0,l_SW_C03_CORE_A_SW_C03_M03_SENS,M_REDSTAR,1440,1440
l_SW_C03_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C03_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C02_CORE_A_SW_FACTORY_CORE_A;l_SW_C03_CORE_B_SW_FACTORY_CORE_A;l_SW_C04_CORE_A_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C04_CC_SW_C04_CORE_A;l_SW_C04_CORE_A_SW_FACTORY_CORE_B,8,8,0.022727272727272728,0,0.0,l_SW_C04_CC_SW_C04_CORE_A,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C04_CC_SW_C04_CORE_B;l_SW_C04_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C04_CC_SW_C04_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M01_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C04_CORE_A_SW_C04_M01_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M01_ACT,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M01_ACT;l_SW_C04_CORE_A_SW_C04_M01_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C04_CORE_A_SW_C04_M01_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M01_ACT,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M02_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C04_CORE_A_SW_C04_M02_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M02_ACT,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M02_ACT;l_SW_C04_CORE_A_SW_C04_M02_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C04_CORE_A_SW_C04_M02_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M02_ACT,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M03_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C04_CORE_A_SW_C04_M03_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M03_ACT,M_REDSTAR,1440,1440
l_SW_C04_CORE_A_SW_C04_M03_ACT;l_SW_C04_CORE_A_SW_C04_M03_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C04_CORE_A_SW_C04_M03_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_C04_M03_ACT,M_REDSTAR,1440,1440
l_SW_C04_CC_SW_C04_CORE_B;l_SW_C04_CORE_A_SW_FACTORY_CORE_B;l_SW_C04_CORE_B_SW_FACTORY_CORE_B,2,4,0.011363636363636364,2,0.005714285714285714,l_SW_C04_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C03_CORE_A_SW_FACTORY_CORE_A;l_SW_C03_CORE_B_SW_FACTORY_CORE_A;l_SW_C04_CORE_A_SW_FACTORY_CORE_A;l_SW_C05_CORE_A_SW_FACTORY_CORE_A;l_SW_C05_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M01_CTRL;l_SW_C04_CORE_B_SW_C04_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M01_CTRL,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M01_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M01_CTRL;l_SW_C04_CORE_B_SW_C04_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M01_SENS,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M01_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M02_CTRL;l_SW_C04_CORE_B_SW_C04_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M02_CTRL,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M02_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M02_CTRL;l_SW_C04_CORE_B_SW_C04_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M02_SENS,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M02_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M03_CTRL;l_SW_C04_CORE_B_SW_C04_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M03_CTRL,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M03_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_C04_M03_CTRL;l_SW_C04_CORE_B_SW_C04_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C04_CORE_B_SW_C04_M03_SENS,0,0,0.0,l_SW_C04_CORE_A_SW_C04_M03_SENS,M_REDSTAR,1440,1440
l_SW_C04_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C03_CORE_A_SW_FACTORY_CORE_A;l_SW_C04_CORE_B_SW_FACTORY_CORE_A;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C05_CC_SW_C05_CORE_A;l_SW_C05_CORE_A_SW_FACTORY_CORE_B,8,8,0.022727272727272728,0,0.0,l_SW_C05_CC_SW_C05_CORE_A,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C05_CC_SW_C05_CORE_B;l_SW_C05_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C05_CC_SW_C05_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M01_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M01_ACT;l_SW_C05_CORE_A_SW_C05_M01_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M02_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M02_ACT;l_SW_C05_CORE_A_SW_C05_M02_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M03_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_C05_M03_ACT;l_SW_C05_CORE_A_SW_C05_M03_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_ACT,M_REDSTAR,1440,1440
l_SW_C05_CORE_A_SW_FACTORY_CORE_B,2,3,0.008522727272727272,1,0.002857142857142857,l_SW_C05_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C04_CORE_A_SW_FACTORY_CORE_A;l_SW_C04_CORE_B_SW_FACTORY_CORE_A;l_SW_C05_CORE_A_SW_FACTORY_CORE_A;l_SW_C06_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M01_CTRL;l_SW_C05_CORE_B_SW_C05_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M01_CTRL;l_SW_C05_CORE_B_SW_C05_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M02_CTRL;l_SW_C05_CORE_B_SW_C05_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M02_CTRL;l_SW_C05_CORE_B_SW_C05_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M03_CTRL;l_SW_C05_CORE_B_SW_C05_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_C05_M03_CTRL;l_SW_C05_CORE_B_SW_C05_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_SENS,M_REDSTAR,1440,1440
l_SW_C05_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C04_CORE_A_SW_FACTORY_CORE_A;l_SW_C05_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C06_CC_SW_C06_CORE_A;l_SW_C06_CORE_A_SW_FACTORY_CORE_B,8,8,0.022727272727272728,0,0.0,l_SW_C06_CC_SW_C06_CORE_A,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C06_CC_SW_C06_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C06_CC_SW_C06_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M01_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M01_ACT;l_SW_C06_CORE_A_SW_C06_M01_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M02_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M02_ACT;l_SW_C06_CORE_A_SW_C06_M02_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M03_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_C06_M03_ACT;l_SW_C06_CORE_A_SW_C06_M03_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_ACT,M_REDSTAR,1440,1440
l_SW_C06_CORE_A_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C06_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_A;l_SW_C06_CORE_A_SW_FACTORY_CORE_A;l_SW_C07_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_SENS,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_SENS,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_SENS,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_SENS,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_SENS,M_REDSTAR,1440,1440
l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_SENS,M_REDSTAR,1440,1440
l_SW_C06_CC_SW_C06_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C07_CC_SW_C07_CORE_A;l_SW_C07_CORE_A_SW_FACTORY_CORE_B,8,8,0.022727272727272728,0,0.0,l_SW_C07_CC_SW_C07_CORE_A,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C07_CC_SW_C07_CORE_B;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C07_CC_SW_C07_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M01_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M01_ACT;l_SW_C07_CORE_A_SW_C07_M01_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M02_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M02_ACT;l_SW_C07_CORE_A_SW_C07_M02_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M03_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_C07_M03_ACT;l_SW_C07_CORE_A_SW_C07_M03_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_ACT,M_REDSTAR,1440,1440
l_SW_C07_CORE_A_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C07_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_A;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M01_CTRL;l_SW_C07_CORE_B_SW_C07_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_SENS,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M01_CTRL;l_SW_C07_CORE_B_SW_C07_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_SENS,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_SENS,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_SENS,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M03_CTRL;l_SW_C07_CORE_B_SW_C07_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_SENS,M_REDSTAR,1440,1440
l_SW_C07_CORE_B_SW_C07_M03_CTRL;l_SW_C07_CORE_B_SW_C07_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_SENS,M_REDSTAR,1440,1440
l_SW_C07_CC_SW_C07_CORE_B;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C08_CC_SW_C08_CORE_A;l_SW_C08_CORE_A_SW_FACTORY_CORE_B,8,8,0.022727272727272728,0,0.0,l_SW_C08_CC_SW_C08_CORE_A,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C08_CC_SW_C08_CORE_B;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C08_CC_SW_C08_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M01_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C08_CORE_A_SW_C08_M01_ACT,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M01_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M01_ACT;l_SW_C08_CORE_A_SW_C08_M01_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C08_CORE_A_SW_C08_M01_CTRL,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M01_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M02_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C08_CORE_A_SW_C08_M02_ACT,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M02_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M02_ACT;l_SW_C08_CORE_A_SW_C08_M02_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C08_CORE_A_SW_C08_M02_CTRL,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M02_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M03_ACT,4,4,0.011363636363636364,0,0.0,l_SW_C08_CORE_A_SW_C08_M03_ACT,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M03_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_C08_M03_ACT;l_SW_C08_CORE_A_SW_C08_M03_CTRL,6,6,0.017045454545454544,0,0.0,l_SW_C08_CORE_A_SW_C08_M03_CTRL,0,0,0.0,l_SW_C08_CORE_B_SW_C08_M03_ACT,M_REDSTAR,1440,1440
l_SW_C08_CORE_A_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C08_CORE_A_SW_FACTORY_CORE_B,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_A;l_SW_C07_CORE_B_SW_FACTORY_CORE_A;l_SW_C08_CORE_A_SW_FACTORY_CORE_A,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M01_CTRL;l_SW_C08_CORE_B_SW_C08_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M01_CTRL,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M01_SENS,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M01_CTRL;l_SW_C08_CORE_B_SW_C08_M01_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M01_SENS,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M01_SENS,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M02_CTRL;l_SW_C08_CORE_B_SW_C08_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M02_CTRL,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M02_SENS,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M02_CTRL;l_SW_C08_CORE_B_SW_C08_M02_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M02_SENS,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M02_SENS,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M03_CTRL;l_SW_C08_CORE_B_SW_C08_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M03_CTRL,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M03_SENS,M_REDSTAR,1440,1440
l_SW_C08_CORE_B_SW_C08_M03_CTRL;l_SW_C08_CORE_B_SW_C08_M03_SENS,8,8,0.022727272727272728,0,0.0,l_SW_C08_CORE_B_SW_C08_M03_SENS,0,0,0.0,l_SW_C08_CORE_A_SW_C08_M03_SENS,M_REDSTAR,1440,1440
l_SW_C08_CC_SW_C08_CORE_B;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,2,2,0.005681818181818182,0,0.0,l_SW_C08_CORE_B_SW_FACTORY_CORE_B,0,0,0.0,,M_REDSTAR,1440,1440
l_SW_BB_C01_A_SW_BB_C01_B,1,1,0.002840909090909091,0,0.0,l_SW_BB_C01_A_SW_BB_C01_B,0,0,0.0,,M_ROR,1200,1200
l_SW_BB_C01_A_SW_BB_C08_B;l_SW_BB_C08_A_SW_BB_C08_B;l_SW_C08_M01_SENS_SW_C08_M02_ACT,2,3,0.008522727272727272,1,0.002857142857142857,l_SW_BB_C01_A_SW_BB_C08_B,24,12,8.0,,M_ROR,1200,1224
l_SW_BB_C01_A_SW_C01_CC,3,4,0.011363636363636364,1,0.0028653295128939827,l_SW_BB_C01_A_SW_C01_CC,4,2,1.0,l_SW_BB_C08_B_SW_C08_M01_ACT;l_SW_C01_M01_SENS_SW_C01_M02_ACT,M_ROR,1200,1204
l_SW_BB_C01_A_SW_BB_C01_B;l_SW_BB_C01_B_SW_BB_C02_A;l_SW_BB_C01_B_SW_C01_M01_ACT;l_SW_C02_M01_SENS_SW_C02_M02_ACT,2,4,0.011363636363636364,2,0.005714285714285714,l_SW_BB_C01_B_SW_BB_C02_A,24,12,6.0,l_SW_C01_M01_SENS_SW_C01_M02_ACT,M_ROR,1200,1224
l_SW_BB_C01_B_SW_C01_M01_ACT,1,1,0.002840909090909091,0,0.0,l_SW_BB_C01_B_SW_C01_M01_ACT,0,0,0.0,,M_ROR,1200,1200
